0.32330507;-4.05280876;-0.00000072
3.57737279;-4.13503265;-0.00000072
-2.94882035;-3.82803941;-0.00000072
-6.43570042;-1.75617361;-0.00000072
6.40144444;-2.04904318;-0.00000072
11.96886826;-2.30303025;-0.00000072
-11.98809814;-2.03585601;-0.00000072
0.48234624;-4.05657768;-0.00000072
0.64336866;-4.06009102;-0.00000072
0.80421788;-4.06306171;-0.00000072
0.96720773;-4.06539822;-0.00000072
1.13171864;-4.06711197;-0.00000072
1.29707909;-4.06825829;-0.00000072
1.46424198;-4.06893349;-0.00000072
1.63369894;-4.06887627;-0.00000072
1.80532694;-4.06775475;-0.00000072
1.97733903;-4.06551456;-0.00000072
2.14817762;-4.06151390;-0.00000072
2.31703639;-4.05721855;-0.00000072
2.48151779;-4.05127525;-0.00000072
2.64331102;-4.04508591;-0.00000072
2.80115366;-4.04653263;-0.00000072
2.95684123;-4.06183720;-0.00000072
3.11310077;-4.08205128;-0.00000072
3.26873231;-4.10107803;-0.00000072
3.42299032;-4.11865520;-0.00000072
0.16379678;-4.04817867;-0.00000072
0.00254059;-4.04335880;-0.00000072
-0.15668637;-4.03851509;-0.00000072
-0.31613594;-4.03287697;-0.00000072
-0.47578949;-4.02718163;-0.00000072
-0.63344616;-4.02143955;-0.00000072
-0.79064959;-4.01502609;-0.00000072
-0.94845384;-4.00886536;-0.00000072
-1.10443449;-4.00229836;-0.00000072
-1.26063180;-3.99581599;-0.00000072
-1.41571450;-3.98897910;-0.00000072
-1.56989241;-3.98233104;-0.00000072
-1.72527862;-3.97492480;-0.00000072
-1.88060021;-3.96701980;-0.00000072
-2.03760123;-3.95684695;-0.00000072
-2.19421554;-3.94375682;-0.00000072
-2.35039639;-3.92734218;-0.00000072
-2.50451159;-3.90844131;-0.00000072
-2.65638518;-3.88931155;-0.00000072
-2.80464602;-3.86278033;-0.00000072
6.62285757;-2.05711484;-0.00000072
6.84894085;-2.06656647;-0.00000072
7.08218956;-2.07674050;-0.00000072
7.32291126;-2.08785605;-0.00000072
7.57135153;-2.09977937;-0.00000072
7.82700539;-2.11237431;-0.00000072
8.09040546;-2.12554669;-0.00000072
8.36383343;-2.13923049;-0.00000072
8.64251328;-2.15310550;-0.00000072
8.93004131;-2.16747761;-0.00000072
9.22671890;-2.18206477;-0.00000072
9.53394604;-2.19686317;-0.00000072
9.85107708;-2.21173024;-0.00000072
10.17778683;-2.22680211;-0.00000072
10.51543617;-2.24194312;-0.00000072
10.86480522;-2.25727797;-0.00000072
11.22597694;-2.27270961;-0.00000072
11.59538746;-2.28841662;-0.00000072
-11.61573219;-2.01851296;-0.00000072
-11.24647045;-2.00046015;-0.00000072
-10.88582802;-1.98277688;-0.00000072
-10.53642368;-1.96501565;-0.00000072
-10.19864082;-1.94772148;-0.00000072
-9.87142277;-1.93060422;-0.00000072
-9.55475330;-1.91368461;-0.00000072
-9.24896145;-1.89703012;-0.00000072
-8.94922733;-1.88063407;-0.00000072
-8.66105747;-1.86448550;-0.00000072
-8.37897301;-1.84888124;-0.00000072
-8.10766220;-1.83327770;-0.00000072
-7.84215450;-1.81846738;-0.00000072
-7.58521652;-1.80347466;-0.00000072
-7.33631897;-1.78958344;-0.00000072
-7.09690428;-1.77577209;-0.00000072
-6.86574030;-1.75875568;-0.00000072
-6.64663458;-1.73183322;-0.00000072
-6.22282982;-1.76913118;-0.00000072
-6.01574326;-1.78339171;-0.00000072
-5.81288528;-1.79757261;-0.00000072
-5.61749744;-1.81481290;-0.00000072
-5.42800140;-1.83298469;-0.00000072
-5.24532032;-1.85187340;-0.00000072
-5.07018709;-1.87100697;-0.00000072
-4.90482998;-1.89046383;-0.00000072
-4.75010109;-1.90336442;-0.00000072
-4.60916710;-1.91448307;-0.00000072
-4.48257399;-1.92016888;-0.00000072
-4.37408733;-1.94777942;-0.00000072
-4.29643440;-2.02070618;-0.00000072
-4.23625946;-2.11002803;-0.00000072
-4.20758438;-2.22165942;-0.00000072
-4.19225311;-2.34915900;-0.00000072
-4.13834763;-2.47593379;-0.00000072
-4.07816219;-2.60018802;-0.00000072
-4.02337456;-2.72618890;-0.00000072
-3.97691083;-2.85561919;-0.00000072
-3.94001698;-2.99313664;-0.00000072
-3.90150285;-3.13690996;-0.00000072
-3.85847974;-3.28640962;-0.00000072
-3.80006480;-3.44243407;-0.00000072
-3.71482110;-3.59942269;-0.00000072
-3.57334065;-3.71746993;-0.00000072
-3.40290570;-3.76161695;-0.00000072
-3.24110723;-3.77367187;-0.00000072
-3.09185386;-3.79534221;-0.00000072
3.73443723;-4.14767265;-0.00000072
3.90189624;-4.16218853;-0.00000072
4.08817387;-4.12022305;-0.00000072
4.10138369;-3.93134189;-0.00000072
4.09575462;-3.76937461;-0.00000072
4.10009480;-3.61400533;-0.00000072
4.10575104;-3.45308518;-0.00000072
4.11307764;-3.28843927;-0.00000072
4.12106800;-3.12280560;-0.00000072
4.12929916;-2.96110272;-0.00000072
4.13565493;-2.80676484;-0.00000072
4.13128328;-2.66464472;-0.00000072
4.15322113;-2.53585577;-0.00000072
4.22466278;-2.42943358;-0.00000072
4.23131132;-2.30951047;-0.00000072
4.26241684;-2.20929694;-0.00000072
4.33357477;-2.13836432;-0.00000072
4.42036438;-2.08425951;-0.00000072
4.50909853;-2.02562046;-0.00000072
4.62152576;-2.02302885;-0.00000072
4.74786949;-2.05223846;-0.00000072
4.89448786;-2.04755592;-0.00000072
5.05341196;-2.03870749;-0.00000072
5.22232389;-2.03223920;-0.00000072
5.40019989;-2.02958584;-0.00000072
5.58675957;-2.02980995;-0.00000072
5.78097439;-2.03225303;-0.00000072
5.98027468;-2.03626704;-0.00000072
6.18658209;-2.04192853;-0.00000072
